"TRANSACTION_DT","CUSTOMER_ID","AGE_GROUP","PIN_CODE","PRODUCT_SUBCLASS","PRODUCT_ID","AMOUNT","ASSET","SALES_PRICE"
"11/1/2000","01674101","25-29","115","100311","4710022102892","1","34","40"
"11/1/2000","00663373","45-49","115","500303","4710364142068","1","34","54"
"11/1/2000","00663373","45-49","115","520227","20411909","2","70","110"
"11/1/2000","01173741","40-44","Others","110136","4710088410207","1","44","55"
"11/1/2000","01104905","45-49","115","120103","4711524000457","1","17","21"
"11/1/2000","01034561","40-44","115","110121","4710134023276","2","68","86"
"11/1/2000","01849332","45-49","Others","120103","4710011409056","1","23","28"
"11/1/2000","00760225","30-34","115","110106","4711271000014","1","14","16"
"11/1/2000","00219389","30-34","115","100205","4710098162806","1","39","47"
"11/1/2000","01674101","25-29","115","130204","4710088432674","1","57","62"
"11/1/2000","00236645","35-39","Unknown","110102","4714617943044","1","20","26"
"11/1/2000","01607000","35-39","221","510113","20549404","1","44","79"
"11/1/2000","01733204","40-44","115","520473","4711713390031","1","40","49"
"11/1/2000","00539166","40-44","115","120102","4710357308303","2","46","58"
"11/1/2000","00760225","30-34","115","130401","4710057870148","1","90","110"
"11/1/2000","00236645","35-39","Unknown","110201","4712500125010","1","85","105"
"11/1/2000","01674101","25-29","115","100505","4710018031632","1","62","66"
"11/1/2000","01634518","30-34","115","110411","4710109770402","1","24","33"
"11/1/2000","01981995","50-54","115","100312","4710543310066","1","14","18"
"11/1/2000","01670981","40-44","115","120106","4710011402019","6","132","168"
"11/1/2000","01717723","40-44","115","100323","4710362020740","1","28","35"
"11/1/2000","01848618","","Unknown","501002","2250062000090","1","27","38"
"11/1/2000","02144702","25-29","115","130206","4711080040195","1","47","60"
"11/1/2000","01634518","30-34","115","712901","4902704244567","2","148","196"
"11/1/2000","00539166","40-44","115","130301","4710998000406","1","50","63"
"11/1/2000","01104905","45-49","115","100429","4901201906015","1","32","40"
"11/1/2000","00308359","60-64","115","120105","4719090106016","1","30","28"
"11/1/2000","01785111","<25","115","130401","4710585930666","1","70","89"
"11/1/2000","02147239","25-29","Others","120101","4710088490247","1","121","153"
"11/1/2000","02079127","<25","115","100205","8801019931536","1","47","55"
"11/1/2000","00760225","30-34","115","110401","4710008290025","1","46","57"
"11/1/2000","00760225","30-34","115","110401","4710088410139","1","43","39"
"11/1/2000","02084916","<25","Unknown","100205","4710467221196","1","50","65"
"11/1/2000","00075954","60-64","115","110401","0074603003171","1","76","97"
"11/1/2000","00426541","35-39","114","530406","4710094021497","1","49","59"
"11/1/2000","01327205","40-44","221","110507","4710172030083","1","22","28"
"11/1/2000","01848564","","Unknown","320501","20565909","1","260","325"
"11/1/2000","01034561","40-44","115","530206","4713080000100","1","70","85"
"11/1/2000","01741797","35-39","115","130315","4714981010038","1","28","24"
"11/1/2000","00418683","45-49","115","120103","4710011401128","1","23","29"
"11/1/2000","01173741","40-44","Others","120108","4710088443250","1","71","85"
"11/1/2000","01090673","","115","530209","4710731050101","1","80","90"
"11/1/2000","01849332","45-49","Others","100205","4710047512515","1","68","81"
"11/1/2000","01900309","35-39","115","120104","4716702000052","2","268","338"
"11/1/2000","01660043","40-44","115","120105","4710321791698","1","72","86"
"11/1/2000","01021172","60-64","115","120105","4719090105002","1","28","28"
"11/1/2000","00426541","35-39","114","530404","4710038850527","1","202","249"
"11/1/2000","00427203","60-64","115","120101","4710011411417","1","73","90"
"11/1/2000","01104905","45-49","115","100201","0084501297329","2","26","38"
"11/1/2000","00309448","40-44","115","130315","4714981010038","1","28","24"
"11/1/2000","01849332","45-49","Others","120103","4710011406123","2","46","55"
"11/1/2000","00426541","35-39","114","530107","7038513912056","1","42","60"
"11/1/2000","00045957","50-54","115","110217","4710265849066","1","180","133"
"11/1/2000","00539166","40-44","115","120107","4711781730630","1","88","115"
"11/1/2000","01900309","35-39","115","100201","4710247005299","1","74","89"
"11/1/2000","00046855","35-39","115","110401","4710088410139","1","43","39"
"11/1/2000","02117812","<25","106","130204","4710088434678","1","21","25"
"11/1/2000","01034561","40-44","115","120115","4710176040354","1","200","249"
"11/1/2000","01327205","40-44","221","110411","4710110221511","1","11","14"
"11/1/2000","01009903","60-64","115","130302","4711634002570","1","31","39"
"11/1/2000","00647236","25-29","115","100323","4710096000049","1","14","18"
"11/1/2000","02147239","25-29","Others","110217","4710265796216","1","345","380"
"11/1/2000","01704129","25-29","115","130315","4714981010038","2","56","48"
"11/1/2000","00347877","40-44","115","130403","4712147200606","1","130","157"
"11/1/2000","01849332","45-49","Others","100205","0089782012029","1","34","40"
"11/1/2000","02007052","35-39","115","130308","4710191020003","2","46","58"
"11/1/2000","02144511","<25","115","100205","4710176123798","1","60","75"
"11/1/2000","01660043","40-44","115","100303","4712494211409","1","36","48"
"11/1/2000","02128030","<25","115","100217","0028400017305","1","95","129"
"11/1/2000","00841528","30-34","115","100205","4710015102571","1","60","75"
"11/1/2000","01885958","40-44","115","110207","4710943100410","1","12","16"
"11/1/2000","02033839","45-49","110","501002","20556372","1","43","56"
"11/1/2000","00439725","55-59","115","130315","4714981010038","2","56","44"
"11/1/2000","02117812","<25","106","130202","4710126194328","1","12","15"
"11/1/2000","02147239","25-29","Others","130315","4714981010038","2","56","48"
"11/1/2000","01717723","40-44","115","130401","4711811105155","1","40","49"
"11/1/2000","01660043","40-44","115","110217","4710265849066","1","180","135"
"11/1/2000","02084916","<25","Unknown","120112","4711207001023","1","32","45"
"11/1/2000","00075954","60-64","115","110411","4710088412218","1","29","38"
"11/1/2000","01021172","60-64","115","130315","4714981010038","1","28","24"
"11/1/2000","01034561","40-44","115","110505","0020000102818","1","139","138"
"11/1/2000","01634518","30-34","115","110401","4710088410610","1","19","26"
"11/1/2000","01849332","45-49","Others","110411","4710085172696","2","40","38"
"11/1/2000","02117812","<25","106","120101","4710126092822","1","83","115"
"11/1/2000","01849332","45-49","Others","120103","4710011432832","1","26","28"
"11/1/2000","00841528","30-34","115","100312","4712934010074","1","28","39"
"11/1/2000","01830439",">65","221","501003","20487546","1","50","72"
"11/1/2000","00219389","30-34","115","110502","4710626111450","1","61","77"
"11/1/2000","01847987","35-39","115","110410","4710088411792","2","48","56"
"11/1/2000","00236645","35-39","Unknown","120101","4719090301046","1","42","55"
"11/1/2000","01187366","25-29","221","130206","20415723","1","52","62"
"11/1/2000","02014883","25-29","115","100516","4719433000483","1","485","549"
"11/1/2000","02144702","25-29","115","120105","4719090105002","1","28","28"
"11/1/2000","00663373","45-49","115","500103","20451066","1","47","65"
"11/1/2000","01187366","25-29","221","130315","4710452110115","1","35","42"
"11/1/2000","01848564","","Unknown","320501","20564124","1","260","325"
"11/1/2000","01849332","45-49","Others","100205","9310034370095","1","38","46"
"11/1/2000","00663373","45-49","115","110411","4710085172696","1","20","19"
"11/1/2000","01789225","35-39","115","110401","4710088410610","1","19","26"
"11/1/2000","01104905","45-49","115","110401","4710088410139","1","43","39"
"11/1/2000","00539166","40-44","115","100203","4711681000048","1","15","20"
"11/1/2000","02014883","25-29","115","100310","4710931600144","1","80","99"
"11/1/2000","02117812","<25","106","100505","4710128030037","1","32","38"
"11/1/2000","02040677","40-44","115","130401","4711587808953","1","96","123"
"11/1/2000","01057331","35-39","115","100516","4711588251116","1","69","75"
"11/1/2000","01847987","35-39","115","712901","4714706813043","2","144","180"
"11/1/2000","01674101","25-29","115","100413","4710960911075","1","132","142"
"11/1/2000","02144702","25-29","115","100507","4710823998557","1","62","82"
"11/1/2000","01327205","40-44","221","130401","4711811105155","1","40","49"
"11/1/2000","00427203","60-64","115","130204","4710105010182","1","48","54"
"11/1/2000","02040677","40-44","115","110131","4901005201248","1","64","85"
"11/1/2000","01906011","<25","221","110515","4710626110156","1","62","72"
"11/1/2000","00217361","45-49","115","120103","4710857000059","1","17","16"
"11/1/2000","00340625","<25","115","100303","4710189810234","1","41","53"
"11/1/2000","02144702","25-29","115","110516","4710063111389","1","30","42"
"11/1/2000","01187366","25-29","221","130204","4710105010182","1","48","54"
"11/1/2000","01307719","45-49","115","110117","4710063031144","2","114","116"
"11/1/2000","02144511","<25","115","130103","4710583920003","1","27","35"
"11/1/2000","01034561","40-44","115","100312","0037000329169","1","38","47"
"11/1/2000","00219389","30-34","115","100201","4710247006593","1","59","75"
"11/1/2000","01674101","25-29","115","100218","4710176023098","1","60","71"
"11/1/2000","02144511","<25","115","120101","4719862470192","1","68","85"
"11/1/2000","02128030","<25","115","130204","4710105045313","2","32","40"
"11/1/2000","01057331","35-39","115","500804","9310022530401","1","185","179"
"11/1/2000","00539166","40-44","115","130204","4710088432353","1","78","106"
"11/1/2000","01906011","<25","221","712901","4902704244567","1","74","93"
"11/1/2000","02040677","40-44","115","100205","4710247005206","2","144","158"
"11/1/2000","02040677","40-44","115","110131","4710046036906","1","52","66"
"11/1/2000","00630849","40-44","115","130206","4711080010112","1","34","40"
"11/1/2000","01104905","45-49","115","120103","4711524000495","1","17","21"
"11/1/2000","01981995","50-54","115","100102","0040000015321","1","35","39"
"11/1/2000","01607000","35-39","221","530301","4710363454001","1","39","49"
"11/1/2000","01656022","40-44","115","110217","4710265847666","1","180","135"
"11/1/2000","00308359","60-64","115","120105","4719090106009","1","30","28"
"11/1/2000","02144702","25-29","115","120102","4710011408011","2","50","64"
"11/1/2000","01327205","40-44","221","130204","4710088434692","1","114","125"
"11/1/2000","01717723","40-44","115","120103","4711634002297","1","18","21"
"11/1/2000","02144511","<25","115","100205","4710096000322","1","15","18"
"11/1/2000","01789225","35-39","115","100503","4710105080123","1","60","72"
"11/1/2000","00760225","30-34","115","130315","4714981010038","3","84","72"
"11/1/2000","02128030","<25","115","100210","4710247001321","1","86","85"
"11/1/2000","02144511","<25","115","110401","4710110910149","1","53","64"
"11/1/2000","01187366","25-29","221","110505","0020000102818","1","139","138"
"11/1/2000","01607000","35-39","221","530107","0300410824105","1","60","79"
"11/1/2000","01173741","40-44","Others","530103","8851111202652","2","96","126"
"11/1/2000","02040677","40-44","115","110102","4714617946069","1","18","26"
"11/1/2000","02014883","25-29","115","100312","0037000445111","1","38","47"
"11/1/2000","01849332","45-49","Others","100403","4901201101021","1","152","189"
"11/1/2000","01908015","60-64","115","100102","0040000015321","1","35","39"
"11/1/2000","00075954","60-64","115","110411","4710088411686","1","12","15"
"11/1/2000","00217361","45-49","115","130205","4710063413803","1","47","65"
"11/1/2000","02079127","<25","115","110507","4710010020054","2","42","50"
"11/1/2000","02091235","25-29","115","500210","4712425010255","1","114","109"
"11/1/2000","00627436","40-44","115","100401","9415007002994","1","215","239"
"11/1/2000","01785111","<25","115","120105","4719090105002","2","56","56"
"11/1/2000","01327205","40-44","221","110401","4710088410139","1","43","39"
"11/1/2000","00340625","<25","115","100205","4710022201496","1","55","69"
"11/1/2000","01849332","45-49","Others","100210","4710126031890","1","82","92"
"11/1/2000","02084916","<25","Unknown","110110","4710549000039","1","81","98"
"11/1/2000","01789225","35-39","115","100516","4901411157719","1","202","219"
"11/1/2000","00274975","35-39","115","120101","4710126092822","1","83","115"
"11/1/2000","01660043","40-44","115","120103","4710572001225","1","21","26"
"11/1/2000","02147239","25-29","Others","110411","4710199032985","1","20","25"
"11/1/2000","00217361","45-49","115","130402","4711606022063","1","38","47"
"11/1/2000","01004373","40-44","115","110401","4710008290056","10","460","540"
"11/1/2000","01849332","45-49","Others","100213","4710304111147","1","44","52"
"11/1/2000","01846669","","Unknown","501002","20069162","1","74","100"
"11/1/2000","01752878",">65","115","110402","4710088414069","1","46","48"
"11/1/2000","01670981","40-44","115","110603","4710254011771","1","89","105"
"11/1/2000","01660043","40-44","115","120103","4710572001218","1","21","26"
"11/1/2000","00663373","45-49","115","110411","4710085120628","3","60","57"
"11/1/2000","02091235","25-29","115","780510","4712814168888","2","96","138"
"11/1/2000","01674101","25-29","115","130103","4710088436498","1","15","18"
"11/1/2000","00046855","35-39","115","110117","4710063031878","1","77","89"
"11/1/2000","02079127","<25","115","100205","4710015103455","1","56","68"
"11/1/2000","01830439",">65","221","110207","4710943100403","3","36","48"
"11/1/2000","02144511","<25","115","110401","4710110815208","1","53","64"
"11/1/2000","01848434","","Unknown","130315","4714981010038","2","56","46"
"11/1/2000","00663373","45-49","115","520433","4716349082039","2","82","124"
"11/1/2000","00663373","45-49","115","500107","4718433614829","1","17","26"
"11/1/2000","01034561","40-44","115","120107","4710176042563","1","55","69"
"11/1/2000","01004373","40-44","115","110401","4710088410139","12","516","508"
"11/1/2000","02079127","<25","115","110401","4710008290056","1","46","57"
"11/1/2000","01172829","35-39","115","110201","4712500125058","1","35","44"
"11/1/2000","00219389","30-34","115","110404","0079763251134","1","62","82"
"11/1/2000","01848618","","Unknown","500903","4712076005013","1","28","43"
"11/1/2000","01849332","45-49","Others","120103","4711524000891","1","23","25"
"11/1/2000","02128030","<25","115","110411","4710085120628","3","60","57"
"11/1/2000","00647236","25-29","115","130204","4710088434692","1","114","125"
"11/1/2000","01849332","45-49","Others","100205","4713608210912","1","33","43"
"11/1/2000","01034561","40-44","115","100407","4712277888866","1","63","79"
"11/1/2000","00656818","30-34","115","100216","4710098166804","1","14","18"
"11/1/2000","01173741","40-44","Others","100201","4710247006562","1","59","79"
"11/1/2000","00190138","45-49","115","110404","4710734000264","2","30","40"
"11/1/2000","00760225","30-34","115","130103","4710583920003","1","27","35"
"11/1/2000","01327205","40-44","221","110603","4710254011610","1","89","105"
"11/1/2000","02040677","40-44","115","100310","4710866000507","2","66","80"
"11/1/2000","00217361","45-49","115","120105","4710011412223","1","23","28"
"11/1/2000","00539166","40-44","115","110411","4710085120093","1","20","19"
"11/1/2000","00308359","60-64","115","120105","4719090105019","1","28","28"
"11/1/2000","00647236","25-29","115","110402","4897878020010","1","48","60"
"11/1/2000","00663373","45-49","115","520324","4716349081032","2","88","130"
"11/1/2000","00663373","45-49","115","520227","20411893","2","48","72"
"11/1/2000","00841528","30-34","115","130204","4710063312106","1","90","105"
"11/1/2000","01607000","35-39","221","530111","4710076232019","1","65","99"
"11/1/2000","01900309","35-39","115","110401","0074603003102","2","152","196"
"11/1/2000","00915397","35-39","115","110410","4710088411440","1","40","46"
"11/1/2000","01487497","40-44","115","500903","4712076005013","1","28","45"
"11/1/2000","01785111","<25","115","130401","4710585930628","1","70","89"
"11/1/2000","00075954","60-64","115","110405","4712789000077","1","54","69"
"11/1/2000","02014883","25-29","115","130316","4710998000505","1","20","24"
"11/1/2000","01104905","45-49","115","100505","4710018004704","1","35","38"
"11/1/2000","00656818","30-34","115","100212","4710736570031","1","54","65"
"11/1/2000","00426541","35-39","114","530101","4710036220094","1","187","189"
"11/1/2000","01785111","<25","115","130404","4711606080087","1","54","69"
"11/1/2000","00760225","30-34","115","110117","4710063031144","2","114","116"
"11/1/2000","00217361","45-49","115","120115","4711369000018","1","133","135"
"11/1/2000","01981995","50-54","115","110401","4710088410139","6","258","234"
"11/1/2000","01634518","30-34","115","712901","4902704881052","4","72","88"
"11/1/2000","00539166","40-44","115","100201","4712019100607","1","40","49"
"11/1/2000","00647236","25-29","115","130315","4710452110115","1","35","42"
"11/1/2000","01908015","60-64","115","110403","4710175565131","1","27","28"
"11/1/2000","01034561","40-44","115","110117","4710685440362","1","41","52"
"11/1/2000","01034561","40-44","115","530112","4710094020568","1","54","72"
"11/1/2000","02033839","45-49","110","510314","4714499720054","1","100","138"
"11/1/2000","01849332","45-49","Others","120103","4711524001041","1","23","25"
"11/1/2000","00760225","30-34","115","100505","4710154012144","4","60","76"
"11/1/2000","01009903","60-64","115","120108","4710088442192","1","100","129"
"11/1/2000","00663373","45-49","115","520464","8999118053102","1","24","36"
"11/1/2000","02007052","35-39","115","130315","4714981010038","2","56","48"
"11/1/2000","01830439",">65","221","110402","4710249002869","1","84","99"
"11/1/2000","01717723","40-44","115","120103","4710011401135","1","23","29"
"11/1/2000","00663373","45-49","115","110217","4710265849066","1","180","135"
"11/1/2000","00217361","45-49","115","130404","4711811102079","1","51","60"
"11/1/2000","01660043","40-44","115","100208","4710144202128","1","79","85"
"11/1/2000","01607000","35-39","221","530105","4710168106044","1","52","69"
"11/1/2000","00309448","40-44","115","130106","4711185010017","1","26","35"
"11/1/2000","01849332","45-49","Others","120104","4710126092105","1","89","109"
"11/1/2000","02040677","40-44","115","130401","4711587808946","1","96","123"
"11/1/2000","01849332","45-49","Others","100216","4710098166811","2","28","34"
"11/1/2000","01607000","35-39","221","530114","4710036009354","1","156","199"
"11/1/2000","02014883","25-29","115","100310","4710740600205","1","69","99"
"11/1/2000","01849332","45-49","Others","110401","4710199010778","2","84","96"
"11/1/2000","00426541","35-39","114","110217","4710892632017","1","185","199"
"11/1/2000","01090673","","115","110405","4710088414656","1","19","24"
"11/1/2000","00630849","40-44","115","110218","0076150215281","1","21","27"
"11/1/2000","00190138","45-49","115","110507","4710172020077","1","19","23"
"11/1/2000","01607000","35-39","221","520317","4710017052928","1","17","26"
"11/1/2000","01607000","35-39","221","520437","4711713010557","1","40","59"
"11/1/2000","01674101","25-29","115","100201","4710126020474","1","64","75"
"11/1/2000","02014883","25-29","115","120103","4711634000460","2","34","40"
"11/1/2000","00915397","35-39","115","590318","4713423888846","1","68","90"
"11/1/2000","02004402","40-44","221","100511","4710632001318","1","7","10"
"11/1/2000","01104905","45-49","115","120105","4710857000066","1","40","49"
"11/1/2000","00190138","45-49","115","110407","4710734000318","1","42","50"
"11/1/2000","01830439",">65","221","110401","4710088410139","2","86","78"
"11/1/2000","01656022","40-44","115","110131","4710046036579","1","25","31"
"11/1/2000","02147239","25-29","Others","100207","4710047502011","1","7","9"
"11/1/2000","01908015","60-64","115","110401","4710110513265","2","106","128"
"11/1/2000","02128030","<25","115","130201","4710105045443","3","45","60"
"11/1/2000","01660043","40-44","115","100516","4710515060029","1","430","520"
"11/1/2000","00915397","35-39","115","712901","4719854750158","1","63","75"
"11/1/2000","02147239","25-29","Others","100312","4710022235507","1","13","18"
"11/1/2000","00308359","60-64","115","120105","4719090105002","1","28","28"
"11/1/2000","01733204","40-44","115","560401","4710043355437","1","288","395"
"11/1/2000","00915397","35-39","115","110410","4710088411433","1","40","46"
"11/1/2000","00274975","35-39","115","110403","4710175565131","1","27","28"
"11/1/2000","00656818","30-34","115","130106","4711022100017","1","17","21"
"11/1/2000","01660043","40-44","115","711321","20565794","1","42","49"
"11/1/2000","01656022","40-44","115","110507","4710172020015","1","19","22"
"11/1/2000","01906011","<25","221","110401","4710088410382","2","88","104"
"11/1/2000","01034561","40-44","115","110404","4711239111714","5","55","70"
"11/1/2000","01327205","40-44","221","110507","4710226001021","1","48","62"
"11/1/2000","01752878",">65","115","110506","4710320224340","1","109","129"
"11/1/2000","02144511","<25","115","130103","4710583910004","1","27","35"
"11/1/2000","01634518","30-34","115","110217","4710265849066","1","180","135"
"11/1/2000","00630849","40-44","115","100205","4710176001812","1","51","65"
"11/1/2000","01656022","40-44","115","110507","4710010050044","1","19","23"
"11/1/2000","01034561","40-44","115","110109","4710097110334","1","147","198"
"11/1/2000","01634518","30-34","115","110106","4711271000090","2","84","100"
"11/1/2000","01785111","<25","115","130402","4711606022063","1","38","49"
"11/1/2000","01307719","45-49","115","110411","4710085120628","1","20","19"
"11/1/2000","01004373","40-44","115","110401","4710110510523","12","540","559"
"11/1/2000","00274975","35-39","115","100514","4710626521716","1","138","155"
"11/1/2000","01634518","30-34","115","110107","4710063011030","1","43","55"
"11/1/2000","00630849","40-44","115","110218","0076150430530","1","21","27"
"11/1/2000","01847987","35-39","115","712902","0041333213019","2","184","228"
"11/1/2000","00217361","45-49","115","120103","4710857000028","1","38","36"
"11/1/2000","00539166","40-44","115","100323","4715874000150","1","34","42"
"11/1/2000","01090673","","115","500201","4710114128038","1","150","159"
"11/1/2000","01034561","40-44","115","120112","4711634002792","2","92","146"
"11/1/2000","02144511","<25","115","110401","4710008290032","1","46","57"
"11/1/2000","00768566","","115","110502","4710626111450","1","61","81"
"11/1/2000","01090673","","115","100305","4710852001013","1","35","45"
"11/1/2000","01704129","25-29","115","530202","4710084212010","1","50","59"
"11/1/2000","01789225","35-39","115","130308","4710191020003","1","23","29"
"11/1/2000","00841528","30-34","115","100505","4710154015206","1","32","37"
"11/1/2000","01660043","40-44","115","130107","4711686006113","1","35","45"
"11/1/2000","00217361","45-49","115","120103","4710011401135","1","23","28"
"11/1/2000","01885958","40-44","115","110138","4710992231189","1","33","42"
"11/1/2000","02033839","45-49","110","500901","20396947","1","100","133"
"11/1/2000","01104905","45-49","115","100201","4710174003450","1","53","69"
"11/1/2000","01733204","40-44","115","110105","4710198221113","1","28","34"
"11/1/2000","02144511","<25","115","100205","4711372660094","1","58","76"
"11/1/2000","00439725","55-59","115","110411","4710088414106","2","56","66"
"11/1/2000","00841528","30-34","115","110201","4712031000633","1","20","26"
"11/1/2000","00841528","30-34","115","110401","4710110221443","1","38","46"
"11/1/2000","00656818","30-34","115","100205","4902777077161","1","27","34"
"11/1/2000","00656818","30-34","115","100205","4710035351508","2","28","36"
"11/1/2000","01873139","30-34","221","120103","4710011405133","1","23","29"
"11/1/2000","01090673","","115","110404","4971915012340","1","37","48"
"11/1/2000","00539166","40-44","115","100401","9415007603160","1","385","425"
"11/1/2000","01846478","","Unknown","501002","2250062000496","1","69","94"
"11/1/2000","01789225","35-39","115","100204","4710015104391","1","56","68"
"11/1/2000","00841528","30-34","115","120101","4711926724647","1","95","118"
"11/1/2000","01634518","30-34","115","110515","4710626111252","1","62","75"
"11/1/2000","01900309","35-39","115","110504","4710323168054","2","34","40"
"11/1/2000","01090673","","115","130106","4710583350718","2","20","26"
"11/1/2000","01704129","25-29","115","100323","4711300986890","1","25","35"
"11/1/2000","01090673","","115","560403","4710628070465","1","282","315"
"11/1/2000","01908015","60-64","115","100314","4710467221516","1","42","58"
"11/1/2000","02084916","<25","Unknown","130204","4710063312212","1","112","123"
"11/1/2000","01173741","40-44","Others","530103","4710036029055","1","98","129"
"11/1/2000","01670981","40-44","115","110507","4901133059384","1","33","42"
"11/1/2000","02079127","<25","115","110506","4710320224265","1","157","168"
"11/1/2000","01607000","35-39","221","110118","4710012142136","1","31","38"
"11/1/2000","00539166","40-44","115","110411","4710085172702","1","20","19"
"11/1/2000","00760225","30-34","115","100208","4710144201404","1","79","85"
"11/1/2000","00647236","25-29","115","130106","4710583350718","1","10","13"
"11/1/2000","00760225","30-34","115","110502","4710626111450","2","122","162"
"11/1/2000","01660043","40-44","115","110407","4710734000318","1","42","50"
"11/1/2000","01327205","40-44","221","110507","4710172030106","1","22","27"
"11/1/2000","00439725","55-59","115","110411","4710085120628","3","60","57"
"11/1/2000","01173741","40-44","Others","530404","4710303340234","1","130","136"
"11/1/2000","00308359","60-64","115","120101","4711684600559","1","121","150"
"11/1/2000","01670981","40-44","115","120106","4710011402033","6","132","168"
"11/1/2000","00760225","30-34","115","110107","4710111111071","1","45","55"
"11/1/2000","00075954","60-64","115","110411","4710199011874","1","31","38"
"11/1/2000","01733204","40-44","115","130315","4714981010038","4","112","96"
"11/1/2000","02144511","<25","115","100312","0037000445111","1","38","47"
"11/1/2000","01607000","35-39","221","520328","4713537116408","1","50","72"
"11/1/2000","02128030","<25","115","100203","4710176033998","1","66","83"
"11/1/2000","01908015","60-64","115","100102","0040000757313","1","82","89"
"11/1/2000","02079127","<25","115","110401","4710199010174","1","45","55"
"11/1/2000","01885958","40-44","115","120112","4711207003027","1","32","45"
"11/1/2000","01885958","40-44","115","110105","4710046011101","1","30","36"
"11/1/2000","01104905","45-49","115","110502","4710167221014","1","19","25"
"11/1/2000","02014883","25-29","115","120104","4903035300380","1","65","75"
"11/1/2000","01104905","45-49","115","100201","4710247006562","1","59","79"
"11/1/2000","01752878",">65","115","130401","4711587808946","1","96","123"
"11/1/2000","01849332","45-49","Others","100108","7610700600863","1","71","83"
"11/1/2000","01847987","35-39","115","110410","4710088411761","2","48","58"
"11/1/2000","02116334","45-49","Others","110401","4710088410382","1","44","55"
"11/1/2000","01846614","","Unknown","110102","4712031001098","1","19","23"
"11/1/2000","00219389","30-34","115","100311","4710022102205","1","189","222"
"11/1/2000","02117812","<25","106","130204","4710088434593","1","114","125"
"11/1/2000","01900309","35-39","115","130101","4710105001210","3","42","54"
"11/1/2000","02144511","<25","115","110401","4710088410382","1","44","55"
"11/1/2000","00046855","35-39","115","110411","4710085120468","3","51","57"
"11/1/2000","00539166","40-44","115","130315","4714981010038","2","56","48"
"11/1/2000","00663373","45-49","115","110217","4710265847666","1","180","135"
